Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:18,Infared temp: 86 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.000000s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:20,Infared temp: 81 Node temp: 88 Source: 15 Coordinate: (3,3) Alert: True , time : 1.044068s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:20,Infared temp: 89 Node temp: 86 Source: 1 Coordinate: (0,1) Alert: True , time : 0.598413s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:20,Infared temp: 72 Node temp: 84 Source: 15 Coordinate: (3,3) Alert: False , time : 1.056209s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:20,Infared temp: 83 Node temp: 87 Source: 15 Coordinate: (3,3) Alert: True , time : 0.613237s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 78 Node temp: 82 Source: 2 Coordinate: (0,2) Alert: False , time : 1.469142s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 90 Node temp: 87 Source: 3 Coordinate: (0,3) Alert: True , time : 1.469905s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 82 Node temp: 85 Source: 4 Coordinate: (1,0) Alert: True , time : 1.443547s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 72 Node temp: 84 Source: 5 Coordinate: (1,1) Alert: False , time : 1.454858s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 72 Node temp: 81 Source: 7 Coordinate: (1,3) Alert: False , time : 1.456947s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 89 Node temp: 85 Source: 8 Coordinate: (2,0) Alert: True , time : 1.461132s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 71 Node temp: 87 Source: 9 Coordinate: (2,1) Alert: False , time : 1.480318s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 75 Node temp: 82 Source: 10 Coordinate: (2,2) Alert: False , time : 1.489937s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 75 Node temp: 82 Source: 11 Coordinate: (2,3) Alert: False , time : 1.455038s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 74 Node temp: 89 Source: 12 Coordinate: (3,0) Alert: False , time : 1.479754s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 85 Node temp: 89 Source: 13 Coordinate: (3,1) Alert: True , time : 1.483347s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 83 Node temp: 85 Source: 14 Coordinate: (3,2) Alert: True , time : 1.500595s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 75 Node temp: 86 Source: 2 Coordinate: (0,2) Alert: False , time : 1.507605s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 76 Node temp: 87 Source: 3 Coordinate: (0,3) Alert: False , time : 1.504767s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 88 Node temp: 90 Source: 4 Coordinate: (1,0) Alert: True , time : 1.493979s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 81 Node temp: 86 Source: 5 Coordinate: (1,1) Alert: True , time : 1.499552s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 76 Node temp: 83 Source: 7 Coordinate: (1,3) Alert: False , time : 1.500666s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 73 Node temp: 86 Source: 8 Coordinate: (2,0) Alert: False , time : 1.514399s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 71 Node temp: 83 Source: 9 Coordinate: (2,1) Alert: False , time : 1.522072s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 83 Node temp: 87 Source: 10 Coordinate: (2,2) Alert: True , time : 1.522982s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 83 Node temp: 83 Source: 11 Coordinate: (2,3) Alert: True , time : 1.512415s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 75 Node temp: 85 Source: 12 Coordinate: (3,0) Alert: False , time : 1.530008s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 86 Node temp: 83 Source: 13 Coordinate: (3,1) Alert: True , time : 1.537978s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 78 Node temp: 90 Source: 14 Coordinate: (3,2) Alert: False , time : 1.549036s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 80 Node temp: 89 Source: 2 Coordinate: (0,2) Alert: False , time : 1.562207s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 77 Node temp: 84 Source: 3 Coordinate: (0,3) Alert: False , time : 1.553802s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 83 Node temp: 82 Source: 4 Coordinate: (1,0) Alert: True , time : 1.518468s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 83 Node temp: 81 Source: 5 Coordinate: (1,1) Alert: True , time : 1.548655s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 76 Node temp: 83 Source: 7 Coordinate: (1,3) Alert: False , time : 1.555361s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 71 Node temp: 84 Source: 8 Coordinate: (2,0) Alert: False , time : 1.544645s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 89 Node temp: 84 Source: 9 Coordinate: (2,1) Alert: True , time : 1.565546s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 70 Node temp: 87 Source: 10 Coordinate: (2,2) Alert: False , time : 1.564047s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 87 Node temp: 89 Source: 11 Coordinate: (2,3) Alert: True , time : 1.552600s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 76 Node temp: 87 Source: 12 Coordinate: (3,0) Alert: False , time : 1.584992s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 72 Node temp: 88 Source: 13 Coordinate: (3,1) Alert: False , time : 1.586320s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 82 Node temp: 85 Source: 14 Coordinate: (3,2) Alert: True , time : 1.594333s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 89 Node temp: 84 Source: 2 Coordinate: (0,2) Alert: True , time : 1.601579s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 90 Node temp: 86 Source: 3 Coordinate: (0,3) Alert: True , time : 1.596065s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:20,Infared temp: 85 Node temp: 88 Source: 4 Coordinate: (1,0) Alert: True , time : 1.216765s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 70 Node temp: 90 Source: 5 Coordinate: (1,1) Alert: False , time : 1.590108s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 72 Node temp: 83 Source: 7 Coordinate: (1,3) Alert: False , time : 1.594741s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 76 Node temp: 86 Source: 8 Coordinate: (2,0) Alert: False , time : 1.595126s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 84 Node temp: 90 Source: 9 Coordinate: (2,1) Alert: True , time : 1.636759s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 80 Node temp: 89 Source: 10 Coordinate: (2,2) Alert: False , time : 1.630268s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:20,Infared temp: 89 Node temp: 88 Source: 11 Coordinate: (2,3) Alert: True , time : 1.272882s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 78 Node temp: 83 Source: 12 Coordinate: (3,0) Alert: False , time : 1.646169s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 90 Node temp: 84 Source: 13 Coordinate: (3,1) Alert: True , time : 1.645610s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 75 Node temp: 83 Source: 14 Coordinate: (3,2) Alert: False , time : 1.661327s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 83 Node temp: 82 Source: 2 Coordinate: (0,2) Alert: True , time : 1.676666s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 79 Node temp: 81 Source: 3 Coordinate: (0,3) Alert: False , time : 1.664126s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:20,Infared temp: 83 Node temp: 83 Source: 4 Coordinate: (1,0) Alert: True , time : 1.294353s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 86 Node temp: 84 Source: 5 Coordinate: (1,1) Alert: True , time : 1.663803s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 79 Node temp: 86 Source: 7 Coordinate: (1,3) Alert: False , time : 1.672465s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:20,Infared temp: 90 Node temp: 82 Source: 8 Coordinate: (2,0) Alert: True , time : 1.308364s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 88 Node temp: 82 Source: 9 Coordinate: (2,1) Alert: True , time : 1.685094s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 84 Node temp: 89 Source: 10 Coordinate: (2,2) Alert: True , time : 1.682230s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:20,Infared temp: 77 Node temp: 83 Source: 11 Coordinate: (2,3) Alert: False , time : 1.328092s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 75 Node temp: 84 Source: 12 Coordinate: (3,0) Alert: False , time : 1.699524s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 79 Node temp: 83 Source: 13 Coordinate: (3,1) Alert: False , time : 1.693444s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 88 Node temp: 84 Source: 14 Coordinate: (3,2) Alert: True , time : 1.715006s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:20,Infared temp: 73 Node temp: 81 Source: 2 Coordinate: (0,2) Alert: False , time : 1.372824s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 75 Node temp: 88 Source: 3 Coordinate: (0,3) Alert: False , time : 1.711863s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:20,Infared temp: 90 Node temp: 86 Source: 4 Coordinate: (1,0) Alert: True , time : 1.349777s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:20,Infared temp: 87 Node temp: 84 Source: 5 Coordinate: (1,1) Alert: True , time : 1.354273s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 79 Node temp: 81 Source: 7 Coordinate: (1,3) Alert: False , time : 1.720471s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:20,Infared temp: 71 Node temp: 82 Source: 8 Coordinate: (2,0) Alert: False , time : 1.363726s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 75 Node temp: 87 Source: 9 Coordinate: (2,1) Alert: False , time : 1.738404s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 88 Node temp: 82 Source: 10 Coordinate: (2,2) Alert: True , time : 1.730471s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:20,Infared temp: 81 Node temp: 87 Source: 11 Coordinate: (2,3) Alert: True , time : 1.383750s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 76 Node temp: 89 Source: 12 Coordinate: (3,0) Alert: False , time : 1.749938s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:20,Infared temp: 72 Node temp: 82 Source: 13 Coordinate: (3,1) Alert: False , time : 1.391980s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 86 Node temp: 90 Source: 14 Coordinate: (3,2) Alert: True , time : 1.764946s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:20,Infared temp: 89 Node temp: 83 Source: 2 Coordinate: (0,2) Alert: True , time : 1.428250s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:20,Infared temp: 89 Node temp: 86 Source: 3 Coordinate: (0,3) Alert: True , time : 1.402628s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:20,Infared temp: 79 Node temp: 81 Source: 4 Coordinate: (1,0) Alert: False , time : 1.405357s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:20,Infared temp: 72 Node temp: 90 Source: 5 Coordinate: (1,1) Alert: False , time : 1.409880s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 72 Node temp: 85 Source: 7 Coordinate: (1,3) Alert: False , time : 1.774148s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:20,Infared temp: 71 Node temp: 88 Source: 8 Coordinate: (2,0) Alert: False , time : 1.419378s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:20,Infared temp: 74 Node temp: 84 Source: 9 Coordinate: (2,1) Alert: False , time : 1.429049s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:20,Infared temp: 80 Node temp: 90 Source: 10 Coordinate: (2,2) Alert: False , time : 1.428288s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:20,Infared temp: 79 Node temp: 88 Source: 11 Coordinate: (2,3) Alert: False , time : 1.439213s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 87 Node temp: 87 Source: 12 Coordinate: (3,0) Alert: True , time : 1.803136s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:20,Infared temp: 76 Node temp: 87 Source: 13 Coordinate: (3,1) Alert: False , time : 1.447452s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 76 Node temp: 89 Source: 14 Coordinate: (3,2) Alert: False , time : 1.818652s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:20,Infared temp: 77 Node temp: 84 Source: 2 Coordinate: (0,2) Alert: False , time : 1.483867s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:20,Infared temp: 86 Node temp: 88 Source: 3 Coordinate: (0,3) Alert: True , time : 1.458291s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:20,Infared temp: 78 Node temp: 83 Source: 4 Coordinate: (1,0) Alert: False , time : 1.461093s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:20,Infared temp: 76 Node temp: 90 Source: 5 Coordinate: (1,1) Alert: False , time : 1.465570s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:20,Infared temp: 81 Node temp: 83 Source: 7 Coordinate: (1,3) Alert: True , time : 1.472527s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:20,Infared temp: 87 Node temp: 88 Source: 8 Coordinate: (2,0) Alert: True , time : 1.475308s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:20,Infared temp: 77 Node temp: 90 Source: 9 Coordinate: (2,1) Alert: False , time : 1.484865s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:20,Infared temp: 73 Node temp: 82 Source: 10 Coordinate: (2,2) Alert: False , time : 1.484909s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:20,Infared temp: 80 Node temp: 90 Source: 11 Coordinate: (2,3) Alert: False , time : 1.495603s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:20,Infared temp: 73 Node temp: 82 Source: 12 Coordinate: (3,0) Alert: False , time : 1.495111s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:20,Infared temp: 86 Node temp: 81 Source: 13 Coordinate: (3,1) Alert: True , time : 1.504057s 
Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:20,Infared temp: 86 Node temp: 89 Source: 14 Coordinate: (3,2) Alert: True , time : 1.870008s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:20,Infared temp: 87 Node temp: 85 Source: 2 Coordinate: (0,2) Alert: True , time : 1.540627s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:20,Infared temp: 76 Node temp: 86 Source: 3 Coordinate: (0,3) Alert: False , time : 1.515512s 
Time of Node:2020-10-29 16:17:19 ,Current time:2020-10-29 16:17:20,Infared temp: 73 Node temp: 85 Source: 4 Coordinate: (1,0) Alert: False , time : 1.518043s 
Total alerts received: 500 , True: 235 , False 265 
Total communication time 2.175812 s
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 70 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.000000s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 74 Node temp: 88 Source: 1 Coordinate: (0,1) Alert: False , time : 0.001636s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 84 Node temp: 83 Source: 4 Coordinate: (1,0) Alert: True , time : 0.010647s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 78 Node temp: 90 Source: 5 Coordinate: (1,1) Alert: False , time : 0.012381s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 80 Node temp: 89 Source: 8 Coordinate: (2,0) Alert: False , time : 0.021314s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 84 Node temp: 89 Source: 9 Coordinate: (2,1) Alert: True , time : 0.022895s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 82 Node temp: 85 Source: 10 Coordinate: (2,2) Alert: True , time : 0.031784s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 77 Node temp: 86 Source: 11 Coordinate: (2,3) Alert: False , time : 0.033414s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 77 Node temp: 90 Source: 12 Coordinate: (3,0) Alert: False , time : 0.042403s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 72 Node temp: 81 Source: 13 Coordinate: (3,1) Alert: False , time : 0.043708s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 80 Node temp: 86 Source: 14 Coordinate: (3,2) Alert: False , time : 0.052629s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 74 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.039833s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 81 Node temp: 87 Source: 1 Coordinate: (0,1) Alert: True , time : 0.048267s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 87 Node temp: 83 Source: 3 Coordinate: (0,3) Alert: True , time : 0.063783s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 76 Node temp: 85 Source: 6 Coordinate: (1,2) Alert: False , time : 0.071622s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 90 Node temp: 84 Source: 7 Coordinate: (1,3) Alert: True , time : 0.073173s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 88 Node temp: 85 Source: 8 Coordinate: (2,0) Alert: True , time : 0.068354s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 72 Node temp: 89 Source: 9 Coordinate: (2,1) Alert: False , time : 0.084137s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 78 Node temp: 83 Source: 13 Coordinate: (3,1) Alert: False , time : 0.086035s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 71 Node temp: 88 Source: 14 Coordinate: (3,2) Alert: False , time : 0.087896s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 89 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.093860s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 73 Node temp: 85 Source: 6 Coordinate: (1,2) Alert: False , time : 0.111664s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 74 Node temp: 84 Source: 8 Coordinate: (2,0) Alert: False , time : 0.101048s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 74 Node temp: 85 Source: 10 Coordinate: (2,2) Alert: False , time : 0.120534s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 80 Node temp: 90 Source: 11 Coordinate: (2,3) Alert: False , time : 0.124312s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 86 Node temp: 83 Source: 12 Coordinate: (3,0) Alert: True , time : 0.135513s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 90 Node temp: 81 Source: 13 Coordinate: (3,1) Alert: True , time : 0.137826s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 90 Node temp: 86 Source: 14 Coordinate: (3,2) Alert: True , time : 0.145186s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 88 Node temp: 89 Source: 15 Coordinate: (3,3) Alert: True , time : 0.156116s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 87 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.155084s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 80 Node temp: 89 Source: 1 Coordinate: (0,1) Alert: False , time : 0.152197s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 70 Node temp: 89 Source: 3 Coordinate: (0,3) Alert: False , time : 0.186980s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 82 Node temp: 81 Source: 4 Coordinate: (1,0) Alert: True , time : 0.167854s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 78 Node temp: 85 Source: 5 Coordinate: (1,1) Alert: False , time : 0.189822s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 75 Node temp: 85 Source: 7 Coordinate: (1,3) Alert: False , time : 0.197088s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 87 Node temp: 89 Source: 8 Coordinate: (2,0) Alert: True , time : 0.196634s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 73 Node temp: 83 Source: 12 Coordinate: (3,0) Alert: False , time : 0.210641s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 88 Node temp: 83 Source: 14 Coordinate: (3,2) Alert: True , time : 0.220861s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 85 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.209777s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 90 Node temp: 87 Source: 3 Coordinate: (0,3) Alert: True , time : 0.230158s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 83 Node temp: 84 Source: 5 Coordinate: (1,1) Alert: True , time : 0.217558s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 75 Node temp: 85 Source: 8 Coordinate: (2,0) Alert: False , time : 0.221680s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 77 Node temp: 83 Source: 14 Coordinate: (3,2) Alert: False , time : 0.230692s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 75 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.228590s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 71 Node temp: 84 Source: 6 Coordinate: (1,2) Alert: False , time : 0.235841s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 88 Node temp: 84 Source: 7 Coordinate: (1,3) Alert: True , time : 0.230737s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 84 Node temp: 86 Source: 8 Coordinate: (2,0) Alert: True , time : 0.228922s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 75 Node temp: 83 Source: 9 Coordinate: (2,1) Alert: False , time : 0.246897s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 86 Node temp: 83 Source: 10 Coordinate: (2,2) Alert: True , time : 0.251304s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 81 Node temp: 82 Source: 11 Coordinate: (2,3) Alert: True , time : 0.255839s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 83 Node temp: 87 Source: 12 Coordinate: (3,0) Alert: True , time : 0.249391s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 87 Node temp: 89 Source: 13 Coordinate: (3,1) Alert: True , time : 0.265094s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 73 Node temp: 88 Source: 14 Coordinate: (3,2) Alert: False , time : 0.257156s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 89 Node temp: 86 Source: 15 Coordinate: (3,3) Alert: True , time : 0.277935s 
